Gas New Rival Navy Blue Loafers;Accentuate your look with this ultimate pair of navy blue coloured loafers from the house of GAS. The heart and soul of this pair of navy blue coloured loafers is its utterly comfortable sole. Wear this pair of loafers with chinos and a crisp white shirt for a smart look. ;http://www.jabong.com/Gas-New-Rival-Navy-Blue-Loafers-624767.html;3299.0;3299.0
Gas New Rival Black Loafers;Add a stylish touch to your look when you adorn this pair of black coloured loafers by GAS. With multi-directional grip and comfortable sole, this pair will allow free movement. When paired with tailored jeans, a big dial watch and a polo shirt, this pair of loafers will aggrandise your prominence. ;http://www.jabong.com/Gas-New-Rival-Black-Loafers-624765.html;3299.0;3299.0
Bacca Bucci Brown Boots;Punctuate the fashion world with your amazing fashion sense wearing these boots by Bacca Bucci. Contrasting upper and sole presents a sleek pair of boots, which is flexible and hard wearing. To receive the attention of the fairer-sex, pair these boots with skinny-fit jeans or chinos. ;http://www.jabong.com/bacca-bucci-Brown-Boots-617089.html;1599.0;1599.0
American Derby Polo Club Black Dress Shoes;Achive a striking look with this ultimate pair of black coloured dress shoes from the house of American Derby Polo Club. Let the sun go down for uncomfortable shoes, as you opt for this pair of dress shoes that is crafted using comfortable sole. Pair these dress shoes with a shirt and trousers to look absolutely handsome. ;http://www.jabong.com/american-derby-polo-club-Black-Dress-Shoes-614247.html;1999.0;1999.0
American Derby Polo Club Brown Dress Shoes;American Derby Polo Club offers these brown coloured dress shoes that are a delight for men, who just can’t compromise on style and comfort. Featuring a perforated pattern, these lace-ups look very classy. While the leather upper and synthetic lining assure their durability, the TPR (thermoplastic rubber) sole makes them lightweight and comfortable to wear. ;http://www.jabong.com/american-derby-polo-club-Brown-Dress-Shoes-614248.html;1999.0;1999.0
American Derby Polo Club Tan Dress Shoes;American Derby Polo Club offers these tan coloured dress shoes that are a delight for men, who just can’t compromise on style and comfort. Featuring a perforated pattern, these lace-ups look very classy. While the leather upper and synthetic lining assure their durability, the TPR (thermoplastic rubber) sole makes them lightweight and comfortable to wear.      ;http://www.jabong.com/american-derby-polo-club-Tan-Dress-Shoes-614249.html;1999.0;1999.0
Knotty Derby Riddle Brown Moccasins;Step out in style by wearing these moccasins by Knotty Derby. Offering you great fit and comfort, these moccasins can be comfortably worn all day long. Team this pair with any outfit to look smart and handsome. ;http://www.jabong.com/knotty-derby-Riddle-Brown-Moccasins-627827.html;2488.0;2488.0
Nike Magista Orden Fg Green Football Shoes;Nike presents “Magista Orden” Firm-Ground soccer cleats for men. Having a Kanga-lite upper and contoured sockliner, these cleats mould to the feet rendering utter comfort on the field. Conical in shape, these cleats provide unlimited traction on short grass surfaces. Other features include: ;http://www.jabong.com/Nike-Magista-Orden-Fg-Green-Football-Shoes-634177.html;7995.0;7995.0
Cat Streamline Ct Red Outdoor Shoes;Go hiking wearing these red coloured ‘Streamline Ct’ outdoor shoes for men from the house of Cat Footwear.  Featuring premium quality mesh upper and lining, these outdoor shoes are extremely durable. The TPR (thermoplastic rubber) sole will keep you comfortable all day long. Team these with track pants and get ready for an adventure trip.  ;http://www.jabong.com/cat-Streamline-Ct-Red-Outdoor-Shoes-603952.html;7999.0;7999.0
Cat Streamline Ct Blue Outdoor Shoes;Take a look these blue coloured ‘Streamline Ct’ outdoor shoes from Cat Footwear, which are specially designed for men who love to explore new terrains without compromising on style and comfort. These outdoor shoes feature mesh upper and lining, which make them sturdy, breathable and a durable option to invest in. Further, the TPR (thermoplastic rubber) sole makes them light in weight, slip resistant and comfortable to walk in.   ;http://www.jabong.com/cat-Streamline-Ct-Blue-Outdoor-Shoes-603951.html;7999.0;7999.0
Nike Zoom Vapor 9.5 Tour Grey Running Shoes;For that much-needed extra push on the running track, get hold of these ‘Zoom Vapor 9.5 Tour’ men’s running shoes from Nike. Combining breathable comfort with explosive acceleration, these grey coloured lace-ups have features like: ;http://www.jabong.com/Nike-Zoom-Vapor-95-Tour-Grey-Running-Shoes-634194.html;9495.0;9495.0
